RowNumber,CustomerId,Name,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5704,15621063,Rohit Joshi,516,France,Female,42,8,56228.25,1,1,0,46857.52,0
5705,15661626,Priya Chopra,732,Germany,Female,45,6,98792.4,1,1,0,81491.7,1
5706,15698703,Ramesh Mehta,628,Germany,Male,40,5,181768.32,2,1,1,129107.97,0
5707,15801431,Meena Thakur,682,Spain,Female,48,9,101198.01,1,1,1,49732.9,0
5708,15649451,Ramesh Menon,746,France,Male,25,9,0.0,2,0,1,88728.47,0
5709,15626156,Pooja Kumar,655,France,Female,60,3,0.0,2,1,1,86981.45,0
5710,15606158,Harish Das,644,France,Female,39,9,0.0,1,1,0,3740.93,0
5711,15589496,Vikram Joshi,778,France,Male,34,5,139064.06,2,0,0,67949.32,0
5712,15730345,Meena Chopra,617,France,Female,35,2,104508.1,1,1,1,147636.46,0
5713,15572038,Neha Gupta,660,Germany,Male,35,9,113948.58,1,1,0,188891.96,1
5714,15643439,Anjali Kumar,537,France,Male,47,10,0.0,2,0,1,25482.62,0
5715,15604158,Neha Bajpai,554,France,Female,39,10,0.0,2,1,1,18391.93,0
5716,15657396,Meena Patel,806,France,Male,31,9,0.0,2,0,1,140168.36,0
5717,15709478,Kavita Joshi,611,Germany,Male,37,1,117524.72,2,0,1,161064.29,0
5718,15628824,Ramesh Kumar,665,France,Female,37,5,160389.82,1,0,1,183542.08,0
5719,15814519,Amit Bose,648,France,Female,37,7,0.0,2,1,0,194238.92,0
5720,15636520,Rahul Rao,692,France,Male,27,1,125547.53,1,0,0,7900.46,0
5721,15794414,Sanjay Iyer,507,Spain,Male,46,6,92783.68,1,1,1,51424.29,0
5722,15643671,Neha Kumar,696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1
5723,15700650,Shiva Menon,681,France,Male,34,3,0.0,2,0,0,55816.2,0
5724,15680224,Rohit Kumar,687,France,Female,26,6,0.0,2,1,1,32909.13,0
5725,15784286,Shiva Bajpai,641,Spain,Male,40,5,102145.13,1,1,1,100637.07,0
5726,15693996,Nitin Verma,507,France,Female,33,1,113452.66,1,0,0,142911.99,0
5727,15764343,Ramesh Thakur,688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0
5728,15704168,Neha Bose,535,Germany,Male,38,8,127475.24,1,0,0,60775.76,1
5729,15680197,Vikram Bose,701,France,Male,41,10,0.0,2,1,1,146257.77,0
5730,15633729,Neha Verma,488,France,Male,43,10,112751.13,1,1,1,28332.0,0
5731,15577683,Rahul Das,539,France,Female,29,4,0.0,2,1,1,100919.19,0
5732,15800746,Rahul Joshi,674,France,Male,45,7,144889.18,1,1,1,102591.9,1
5733,15788686,Priya Mehta,538,Spain,Male,40,8,0.0,2,1,1,25554.4,0
5734,15742798,Amit Das,829,France,Female,22,7,150126.44,1,1,0,152107.93,1
5735,15596647,Sanjay Patel,768,France,Male,54,8,69712.74,1,1,1,69381.05,0
5736,15756070,Kavita Bose,585,Spain,Female,44,4,0.0,2,0,1,101728.46,0
5737,15775116,Meena Bajpai,581,France,Male,31,3,0.0,2,0,0,89040.61,0
5738,15575428,Shiva Rao,682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0
5739,15654074,Suresh Mishra,653,France,Male,38,8,119315.75,1,1,0,150468.35,0
5740,15695872,Shiva Mehta,712,France,Female,30,1,89571.59,1,1,1,177613.19,0
5741,15568885,Vikram Rao,620,Germany,Female,34,8,102251.57,1,1,0,120672.09,0
5742,15725036,Pooja Patel,709,France,Male,42,9,118546.71,1,0,1,77142.85,0
5743,15632665,Ramesh Reddy,832,France,Male,61,2,0.0,1,0,1,127804.66,1
5744,15571476,Shiva Pandey,635,Spain,Male,38,0,103257.14,1,0,0,158344.63,0
5745,15776850,Deepak Gupta,749,Spain,Female,43,1,124209.02,1,1,1,167179.48,0
5746,15623649,Ramesh Verma,629,Spain,Male,32,3,0.0,2,1,1,15404.64,0
5747,15751131,Amit Bose,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0
5748,15688128,Sanjay Thakur,542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0
5749,15678412,Harish Iyer,645,France,Female,45,8,85325.93,1,0,0,22558.74,0
5750,15770291,Pooja Nair,844,France,Female,29,8,0.0,2,0,0,147342.03,0
5751,15583392,Sunita Menon,747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1
5752,15690731,Sunita Gupta,645,France,Male,40,6,131411.24,1,1,1,194656.11,0
5753,15697948,Meena Iyer,752,Spain,Female,36,3,0.0,2,1,1,48505.1,0
5754,15608328,Harish Mehta,760,Spain,Female,41,6,0.0,2,0,0,101491.23,0
5755,15766378,Priya Chopra,714,Germany,Female,45,9,106431.97,2,1,1,164117.69,0
5756,15600813,Priya Mehta,717,France,Male,50,9,90305.76,1,1,1,124626.57,0
5757,15706217,Ramesh Bajpai,645,Germany,Male,28,7,117466.03,2,1,1,34490.06,0
5758,15601417,Maharaj Bose,681,France,Male,32,3,148884.47,2,1,1,90967.37,0
5759,15610972,Deepak Mishra,681,Germany,Female,44,4,91115.76,2,0,0,24208.84,1
5760,15674620,Neha Menon,679,Germany,Female,37,8,77373.87,2,0,1,174873.09,0
5761,15785350,Neha Rao,528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0
5762,15749119,Deepak Verma,710,France,Female,31,3,0.0,2,1,1,112289.06,0
5763,15756535,Nitin Bajpai,733,Germany,Male,39,5,91538.51,1,1,1,93783.0,0
5764,15700965,Rohit Thakur,724,France,Female,32,6,0.0,2,1,1,150026.79,0
5765,15791851,Vikram Thakur,726,France,Female,34,0,185734.75,1,1,1,102036.82,0
5766,15717156,Sanjay Joshi,520,France,Male,30,3,143396.54,2,1,1,898.51,0
5767,15740846,Nitin Singh,556,France,Male,40,5,125909.85,1,1,1,95124.4,0
5768,15573284,Deepak Pandey,579,France,Female,45,2,0.0,2,0,0,11514.39,0
5769,15729083,Suresh Chopra,674,France,Male,36,2,154525.7,1,0,1,27468.72,0
5770,15611612,Suresh Verma,570,France,Female,29,0,0.0,1,1,0,37092.43,0
5771,15694381,Harish Iyer,631,France,Male,51,8,100654.8,1,1,0,171587.9,0
5772,15651737,Vikram Singh,623,Spain,Male,44,1,83325.77,1,0,1,80828.78,0
5773,15663168,Rohit Singh,665,France,Male,35,8,110934.54,1,1,0,169287.99,0
5774,15643426,Ramesh Nair,523,Spain,Female,36,8,113680.54,1,0,0,13197.44,0
5775,15618245,Anurag Singh,706,Germany,Male,31,1,117020.08,2,1,0,54439.53,0
5776,15717527,Harish Verma,619,France,Female,49,9,145359.99,1,1,0,38186.85,0
5777,15793478,Anurag Pandey,593,Germany,Female,39,8,151391.68,1,1,0,27274.6,1
5778,15642248,Maharaj Gupta,608,Spain,Male,66,8,123935.35,1,1,1,65758.19,0
5779,15640377,Ramesh Bose,526,France,Female,36,0,0.0,2,1,0,97767.63,0
5780,15723950,Pooja Gupta,684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1
5781,15590327,Deepak Patel,604,Germany,Female,42,10,166031.45,1,1,0,98293.14,0
5782,15706199,Anjali Kumar,636,Germany,Male,36,6,96643.32,1,0,0,182059.28,0
5783,15671514,Sanjay Kumar,669,Spain,Female,33,8,0.0,2,0,1,128538.05,0
5784,15727041,Anurag Mishra,624,France,Male,71,7,0.0,2,1,1,108841.83,0
5785,15738063,Rohit Reddy,631,France,Male,29,2,0.0,2,1,1,18581.84,0
5786,15711733,Sunita Patel,753,France,Male,48,4,0.0,2,0,1,146821.42,0
5787,15652320,Harish Reddy,588,France,Male,40,5,0.0,2,0,0,100727.68,0
5788,15634180,Sanjay Bajpai,729,Germany,Male,26,4,97268.1,2,1,0,39356.38,0
5789,15694566,Amit Mehta,602,France,Female,42,10,0.0,2,0,0,169921.11,1
5790,15726103,Rohit Sharma,689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1
5791,15646351,Harish Thakur,486,Spain,Male,27,7,0.0,2,1,0,28823.04,0
5792,15730044,Meena Iyer,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1
5793,15795186,Neha Reddy,562,France,Male,38,5,0.0,1,1,0,115700.2,0
5794,15784890,Shiva Bajpai,763,Spain,Female,32,8,0.0,2,1,0,16725.53,0
5795,15694125,Rahul Pandey,669,France,Male,57,5,0.0,2,1,1,56875.76,0
5796,15565891,Nitin Menon,709,France,Male,39,8,0.0,2,1,0,56214.09,0
5797,15674254,Nitin Verma,554,Spain,Female,45,4,0.0,2,1,1,193412.05,0
5798,15775206,Meena Bajpai,699,France,Male,37,10,0.0,2,0,0,83263.04,0
5799,15797627,Rohit Menon,732,Spain,Male,54,0,134249.7,1,0,1,13404.4,0
5800,15649853,Shiva Mehta,625,France,Female,45,3,0.0,1,1,1,184474.15,1
5801,15610379,Nitin Gupta,599,France,Male,30,9,105443.68,1,1,1,121124.53,0
5802,15659800,Kavita Nair,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1
5803,15716236,Harish Nair,499,France,Male,35,10,0.0,2,1,0,10722.54,0
5804,15672053,Priya Thakur,526,Spain,Male,38,2,0.0,2,0,0,58010.98,0
5805,15663933,Nitin Iyer,625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1
5806,15814236,Priya Kumar,537,Spain,Female,38,1,96939.06,1,1,1,102606.92,0
5807,15583597,Priya Pandey,696,Spain,Male,47,1,106758.6,1,1,1,80591.18,0
5808,15607395,Rohit Verma,679,France,Female,33,9,112528.65,2,1,0,177362.45,0
5809,15694556,Amit Kumar,684,France,Male,60,2,116563.58,1,1,0,120257.7,1
5810,15744109,Anurag Nair,850,France,Male,32,4,0.0,1,1,1,180622.02,0
5811,15800688,Harish Mehta,495,Spain,Female,42,7,0.0,2,0,0,130404.53,0
5812,15810878,Sanjay Chopra,537,Spain,Female,38,6,141786.78,1,0,1,147797.54,0
5813,15587835,Neha Mishra,850,France,Male,41,3,136416.82,1,0,1,57844.26,0
5814,15763515,Shiva Menon,513,France,Male,30,5,0.0,2,1,0,162523.66,0
5815,15725882,Sanjay Gupta,618,Germany,Female,40,1,133245.52,2,1,1,54495.82,0
5816,15788022,Maharaj Iyer,802,Germany,Female,41,4,90757.64,2,0,1,169183.66,0
5817,15663917,Priya Bose,547,France,Male,43,1,92350.36,1,0,1,80262.91,0
5818,15656865,Kavita Rao,613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0
5819,15667971,Ramesh Singh,592,Germany,Female,34,6,102143.93,2,1,1,102628.98,0
5820,15800366,Rahul Joshi,546,France,Male,29,5,0.0,1,1,1,94823.95,0
5821,15717231,Meena Nair,721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0
5822,15643188,Sunita Bajpai,671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1
5823,15671351,Vikram Nair,624,Spain,Male,35,2,0.0,2,1,0,87310.59,0
5824,15573628,Meena Chopra,751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1
5825,15698953,Maharaj Rao,636,Spain,Male,36,1,0.0,3,1,1,74048.1,1
5826,15753888,Ramesh Thakur,607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1
5827,15737961,Suresh Verma,509,Germany,Female,29,0,107712.57,2,1,1,92898.17,0
5828,15801701,Neha Iyer,653,Spain,Male,35,9,0.0,2,1,1,45956.05,0
5829,15684419,Meena Thakur,709,Spain,Female,37,8,0.0,3,1,0,71738.56,0
5830,15794266,Anjali Bajpai,559,France,Male,32,9,145303.52,1,1,0,103560.98,0
5831,15810711,Pooja Mehta,684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0
5832,15771270,Ramesh Das,635,France,Female,27,8,127471.56,1,1,1,152916.05,1
5833,15607786,Kavita Kumar,709,France,Male,26,6,156551.63,1,0,1,4410.77,0
5834,15624519,Ramesh Iyer,656,Germany,Female,49,9,97092.87,1,1,0,74771.22,1
5835,15799910,Ramesh Rao,793,France,Male,32,2,0.0,2,1,0,193817.63,1
5836,15602479,Sunita Iyer,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0
5837,15617419,Harish Mishra,618,Germany,Female,29,10,100315.1,2,1,1,32526.64,0
5838,15657603,Anurag Patel,850,France,Female,35,6,81684.97,1,1,0,824.0,0
5839,15570379,Kavita Bajpai,669,Spain,Male,51,3,88827.53,1,0,0,85250.77,1
5840,15772996,Priya Pandey,594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0
5841,15729574,Meena Bose,616,Spain,Male,71,4,0.0,2,1,1,173599.38,0
5842,15737267,Rahul Gupta,676,France,Female,49,1,0.0,1,1,0,79342.31,1
5843,15799128,Deepak Joshi,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0
5844,15813327,Anjali Menon,710,France,Male,21,4,109130.96,2,1,1,56191.99,0
5845,15711921,Sunita Rao,695,France,Male,29,5,0.0,2,1,1,6770.44,0
5846,15654300,Pooja Pandey,530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0
5847,15569945,Sunita Mehta,509,Spain,Male,29,1,0.0,2,1,0,69113.14,0
5848,15569666,Rahul Kumar,517,France,Female,45,4,0.0,1,0,0,172674.36,1
5849,15681887,Kavita Iyer,758,Germany,Male,33,0,129142.54,2,1,1,26606.28,0
5850,15608873,Deepak Singh,665,France,Male,51,2,0.0,1,0,0,53353.36,0
5851,15762091,Harish Sharma,631,Germany,Female,22,6,139129.92,1,1,1,63747.51,0
5852,15722053,Suresh Rao,576,Spain,Male,33,3,0.0,2,0,1,190112.05,0
5853,15782100,Shiva Pandey,544,Spain,Male,22,3,66483.32,1,0,1,110317.39,0
5854,15765300,Maharaj Thakur,596,Germany,Male,40,5,62389.03,3,1,0,148623.43,1
5855,15743570,Priya Thakur,481,France,Female,34,5,0.0,2,1,1,125253.46,0
5856,15608541,Sanjay Nair,498,France,Male,46,1,91857.66,1,1,0,101954.78,1
5857,15750671,Rahul Sharma,512,Spain,Male,31,6,0.0,2,1,0,168462.26,0
5858,15813659,Pooja Gupta,594,France,Female,56,7,0.0,1,1,0,26215.85,1
5859,15757867,Kavita Mishra,570,France,Female,30,10,176173.52,1,1,0,97045.32,1
5860,15652914,Suresh Mishra,721,Spain,Male,38,7,0.0,1,0,1,53534.8,0
5861,15723818,Ramesh Iyer,453,France,Female,37,4,131834.76,2,1,0,8949.2,0
5862,15713819,Ramesh Joshi,562,France,Male,48,3,92347.96,1,1,1,163116.75,0
5863,15656484,Anjali Nair,682,France,Male,40,4,0.0,2,1,1,140745.91,0
5864,15778515,Anjali Gupta,748,France,Male,40,3,95297.11,1,0,0,171515.84,0
5865,15803840,Neha Menon,729,France,Female,32,9,0.0,2,0,0,150803.44,0
5866,15735339,Rohit Gupta,663,France,Male,39,4,0.0,1,1,0,76884.05,0
5867,15600392,Nitin Thakur,735,France,Female,53,8,123845.36,2,0,1,170454.93,1
5868,15625740,Suresh Chopra,627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0
5869,15663817,Suresh Kumar,713,France,Male,46,5,0.0,1,1,1,55701.62,0
5870,15734461,Nitin Patel,562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0
5871,15780142,Amit Mishra,632,France,Male,43,2,100013.51,1,1,0,24275.32,0
5872,15709920,Meena Patel,479,France,Female,33,2,208165.53,1,0,0,50774.81,1
5873,15684248,Amit Thakur,658,Spain,Male,21,7,0.0,2,0,1,154279.87,0
5874,15643158,Kavita Thakur,598,France,Female,40,9,0.0,1,1,0,68462.59,1
5875,15693902,Rohit Iyer,597,France,Male,19,2,0.0,2,1,1,91036.74,0
5876,15578307,Pooja Das,512,France,Female,33,6,121685.31,2,1,1,83681.97,0
5877,15585379,Priya Reddy,704,France,Male,39,2,111525.02,1,1,0,199484.96,0
5878,15758510,Vikram Patel,474,France,Male,26,6,0.0,2,0,0,152491.22,0
5879,15692918,Maharaj Rao,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0
5880,15705301,Nitin Mishra,683,France,Male,41,6,95696.52,2,1,1,184366.14,0
5881,15718231,Maharaj Mishra,537,France,Male,28,0,88963.31,2,1,1,189839.93,0
5882,15567991,Harish Thakur,794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0
5883,15772650,Vikram Nair,732,France,Male,55,9,136576.02,1,0,1,3268.17,1
5884,15574795,Kavita Sharma,495,France,Female,38,2,63093.01,1,1,1,47089.72,0
5885,15706036,Harish Joshi,552,Germany,Male,38,10,132271.12,2,1,1,46562.02,0
5886,15723856,Shiva Kumar,602,France,Female,29,3,88814.4,2,1,1,62487.97,0
5887,15812920,Suresh Sharma,607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0
5888,15691287,Priya Iyer,675,Germany,Female,33,0,141816.25,1,1,0,64815.05,1
5889,15804797,Suresh Thakur,443,France,Female,54,3,138547.97,1,1,1,70196.23,1
5890,15708650,Suresh Chopra,727,France,Female,31,2,52192.08,2,0,1,160383.47,0
5891,15712777,Nitin Patel,482,France,Male,38,4,124976.19,1,1,0,35848.12,0
5892,15786469,Neha Reddy,686,France,Female,34,1,0.0,2,1,0,87278.48,0
5893,15669219,Anurag Kumar,588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0
5894,15641004,Anurag Nair,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0
5895,15648067,Deepak Bajpai,583,France,Male,39,1,129299.28,2,1,0,73107.6,0
5896,15704014,Vikram Singh,738,Germany,Male,37,7,140950.92,2,1,0,195333.98,0
5897,15645136,Rohit Bajpai,744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0
5898,15709604,Rohit Patel,781,France,Male,23,2,107433.48,1,1,0,173843.21,0
5899,15713637,Rahul Reddy,699,France,Male,34,2,117468.67,1,1,0,185227.42,0
5900,15793901,Shiva Gupta,639,France,Female,27,2,0.0,2,0,0,125244.18,0
5901,15569759,Meena Bajpai,583,France,Female,27,4,0.0,3,1,0,163113.41,0
5902,15712930,Rohit Reddy,587,France,Male,42,1,0.0,1,0,0,123006.91,0
5903,15586504,Anurag Singh,694,France,Male,40,9,0.0,2,1,0,40463.03,0
5904,15677317,Amit Gupta,570,France,Female,29,4,153040.03,1,1,1,131363.57,1
5905,15664270,Suresh Singh,692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1
5906,15731519,Suresh Joshi,511,France,Female,30,5,0.0,2,1,0,143994.86,0
5907,15745623,Maharaj Mehta,788,France,Male,32,4,112079.58,1,0,0,89368.59,0
5908,15813862,Sunita Rao,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0
5909,15641934,Suresh Bose,749,Spain,Female,46,9,66582.81,1,1,0,78753.12,1
5910,15713043,Rohit Mishra,691,France,Female,33,6,0.0,2,1,1,100408.31,0
5911,15700749,Ramesh Verma,481,France,Female,39,6,0.0,1,1,1,24677.54,0
5912,15697567,Nitin Reddy,752,France,Male,33,4,0.0,2,1,1,39570.78,0
5913,15715414,Sunita Reddy,658,France,Female,38,6,102895.1,1,0,0,155665.76,0
5914,15639530,Neha Chopra,679,Spain,Male,42,2,0.0,1,1,1,168294.27,0
5915,15726058,Priya Nair,754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0
5916,15725665,Suresh Kumar,679,France,Male,47,10,198546.1,2,1,0,191198.92,1
5917,15698872,Neha Bajpai,633,Spain,Female,39,2,0.0,2,0,0,191207.03,0
5918,15812184,Harish Sharma,674,France,Female,31,1,0.0,1,1,0,128954.05,0
5919,15742609,Shiva Rao,600,Germany,Male,28,2,116623.31,1,0,1,59905.29,0
5920,15815043,Nitin Mehta,645,Spain,Male,49,8,0.0,2,1,0,162012.6,0
5921,15640648,Amit Das,698,France,Male,36,6,0.0,2,0,1,19231.98,0
5922,15627203,Deepak Iyer,508,Spain,Male,54,10,0.0,1,1,1,175749.36,0
5923,15786196,Kavita Bajpai,555,France,Female,44,3,105770.7,3,1,0,60533.96,1
5924,15612095,Sanjay Mishra,751,France,Female,48,9,0.0,1,1,0,137508.42,1
5925,15674368,Suresh Singh,738,France,Female,39,1,94435.45,2,0,1,189430.86,0
5926,15783477,Nitin Bose,706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0
5927,15757559,Meena Kumar,595,France,Female,53,7,0.0,2,1,0,41371.68,1
5928,15591036,Sunita Pandey,577,Germany,Female,43,3,127940.47,1,0,0,125140.72,1
5929,15761241,Vikram Joshi,578,Germany,Female,36,8,129745.1,1,1,1,143683.75,0
5930,15695078,Ramesh Reddy,699,France,Male,32,3,0.0,2,1,1,170770.44,0
5931,15645744,Priya Patel,826,France,Female,30,5,0.0,2,0,1,157397.57,0
5932,15566988,Maharaj Bajpai,656,Germany,Female,46,7,141535.52,1,1,0,50595.15,1
5933,15749300,Shiva Gupta,556,France,Female,47,2,139914.27,1,1,1,50390.98,0
5934,15594340,Deepak Sharma,569,France,Male,41,4,120243.49,1,1,0,163150.03,1
5935,15607065,Vikram Rao,765,France,Male,34,9,91835.16,1,0,0,138280.17,0
5936,15778089,Amit Kumar,544,Spain,Male,37,2,0.0,2,0,0,135067.02,0
5937,15773723,Pooja Mishra,588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1
5938,15697035,Vikram Bajpai,740,Spain,Female,31,8,0.0,2,0,0,86657.48,0
5939,15679668,Pooja Rao,850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0
5940,15709861,Harish Bajpai,766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0
5941,15791958,Meena Bose,849,France,Female,41,6,0.0,2,1,1,169203.51,1
5942,15791030,Rohit Singh,612,France,Female,33,0,64900.32,2,1,0,102426.12,0
5943,15695339,Anurag Menon,517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1
5944,15658813,Priya Chopra,645,France,Female,55,7,0.0,2,1,1,18369.33,0
5945,15715709,Amit Menon,696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0
5946,15722533,Nitin Bose,716,France,Female,40,3,0.0,2,0,1,167636.15,0
5947,15683118,Nitin Sharma,590,France,Male,32,9,0.0,2,1,0,138889.15,0
5948,15672798,Harish Thakur,656,France,Female,45,7,145933.27,1,1,1,199392.14,0
5949,15680112,Nitin Singh,473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0
5950,15714575,Neha Thakur,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1
5951,15806808,Suresh Menon,834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1
5952,15590637,Pooja Sharma,721,France,Male,41,7,0.0,2,0,1,61018.85,0
5953,15657535,Rahul Iyer,590,Spain,Male,29,10,0.0,1,1,1,51907.72,1
5954,15696141,Pooja Iyer,516,Spain,Female,31,7,0.0,1,1,0,47018.75,0
5955,15811947,Ramesh Kumar,850,France,Male,33,0,124781.67,1,0,1,33700.52,0
5956,15649024,Kavita Chopra,748,France,Female,39,9,132865.56,1,1,1,59636.43,1
5957,15594928,Pooja Iyer,798,Germany,Female,38,4,129055.13,1,1,0,157147.59,0
5958,15765532,Pooja Menon,612,Germany,Male,76,6,96166.88,1,1,1,191393.26,0
5959,15741719,Rahul Menon,540,France,Female,40,3,165298.12,1,0,1,199862.75,0
5960,15665629,Vikram Rao,719,Spain,Female,33,7,0.0,2,1,0,20016.59,0
5961,15728917,Rohit Singh,598,France,Male,48,6,120682.53,1,1,0,30635.52,1
5962,15762993,Suresh Bajpai,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0
5963,15571193,Amit Mishra,579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1
5964,15653521,Meena Reddy,850,Germany,Female,40,7,104449.8,1,1,1,747.88,0
5965,15802220,Anurag Mishra,599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0
5966,15644132,Shiva Mehta,724,France,Female,30,9,142475.87,1,1,1,107848.24,0
5967,15600832,Rahul Patel,508,France,Female,43,9,0.0,1,1,0,103726.71,0
5968,15797919,Rahul Das,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0
5969,15603743,Maharaj Chopra,526,France,Male,28,1,112070.44,1,0,1,126281.83,0
5970,15579714,Neha Bajpai,542,France,Female,29,7,0.0,2,0,1,196651.72,0
5971,15634295,Deepak Bajpai,470,France,Male,35,1,96473.59,1,0,0,5962.3,0
5972,15786680,Vikram Sharma,805,Spain,Male,37,5,0.0,2,1,0,21928.81,0
5973,15623499,Rohit Iyer,548,Germany,Male,49,9,108437.89,1,0,0,127022.87,1
5974,15691823,Rohit Chopra,672,France,Male,37,5,153195.59,1,1,1,162763.01,0
5975,15809279,Neha Bajpai,773,France,Male,45,8,96877.21,1,1,1,113950.51,0
5976,15758039,Sunita Menon,614,France,Male,44,6,0.0,2,0,1,104930.46,0
5977,15807163,Anjali Thakur,537,France,Female,38,10,0.0,1,0,0,52337.97,1
5978,15631639,Sanjay Das,704,France,Female,40,6,95452.89,1,0,1,179964.55,0
5979,15713770,Pooja Menon,586,Spain,Male,41,3,63873.56,1,1,0,83753.64,0
5980,15698167,Amit Iyer,677,France,Female,24,0,148298.59,2,0,0,182913.95,0
5981,15781710,Amit Menon,558,Spain,Female,31,7,0.0,2,1,0,166720.28,0
5982,15801296,Suresh Mehta,634,Germany,Female,37,7,143258.85,2,1,0,192721.98,0
5983,15704378,Anjali Joshi,655,Germany,Male,37,9,121342.24,1,1,1,180241.44,0
5984,15767891,Kavita Singh,619,Germany,Female,28,6,99152.73,2,1,0,48475.12,0
5985,15640667,Priya Nair,662,France,Female,41,4,0.0,2,1,0,126551.48,0
5986,15702145,Kavita Singh,705,Spain,Male,33,7,68423.89,1,1,1,64872.55,0
5987,15679738,Kavita Chopra,527,Spain,Female,35,8,0.0,1,1,0,98031.53,1
5988,15636634,Pooja Verma,630,Germany,Female,25,7,79656.81,1,1,0,93524.22,0
5989,15809227,Harish Thakur,850,France,Male,35,2,0.0,2,1,1,56991.66,0
5990,15601811,Sanjay Gupta,668,France,Female,53,10,110240.04,1,0,0,183980.56,1
5991,15625494,Amit Kumar,573,France,Female,32,9,125321.84,2,1,1,130234.63,0
5992,15723737,Sunita Joshi,680,France,Male,27,3,0.0,1,1,0,32454.26,0
5993,15682955,Anjali Gupta,758,France,Female,32,2,84378.9,1,1,1,75396.43,0
5994,15758856,Neha Bose,597,France,Male,45,7,0.0,2,0,0,167756.45,0
5995,15746065,Pooja Verma,580,Germany,Male,35,10,136281.41,2,1,1,24799.47,0
5996,15783865,Harish Patel,622,France,Male,59,5,119380.37,1,1,1,60429.43,0
5997,15745455,Shiva Verma,638,Germany,Male,62,4,108716.59,2,1,1,74241.09,0
5998,15583033,Ramesh Chopra,640,France,Female,20,4,0.0,2,0,1,78310.82,0
5999,15644212,Deepak Iyer,644,Spain,Male,28,0,0.0,2,1,0,119419.37,0
6000,15735688,Kavita Menon,753,France,Female,31,6,106596.29,1,0,0,91305.77,0
6001,15658577,Meena Gupta,629,France,Female,37,10,99546.25,3,0,1,25136.95,1
6002,15606887,Sanjay Gupta,775,France,Female,30,5,0.0,1,1,0,193880.6,1
6003,15783026,Rohit Reddy,701,France,Female,41,2,0.0,1,1,0,47856.78,0
6004,15579892,Nitin Kumar,708,Spain,Male,19,7,112615.86,1,1,1,4491.77,0
6005,15802088,Meena Thakur,521,Spain,Female,22,10,0.0,1,1,1,101311.95,0
6006,15589323,Amit Patel,636,France,Female,24,9,0.0,2,0,1,38830.72,0
6007,15636395,Suresh Mehta,529,France,Female,31,5,0.0,2,1,0,26817.23,0
6008,15712772,Neha Mishra,757,France,Male,28,3,75381.15,1,1,1,199727.72,0
6009,15700937,Maharaj Nair,767,Spain,Female,24,5,0.0,2,1,1,67445.85,0
6010,15766659,Deepak Singh,525,Spain,Male,33,5,0.0,2,1,0,161002.29,0
6011,15814033,Deepak Sharma,759,Spain,Male,38,1,0.0,2,1,0,20778.39,0
